text,entities
VALOR PISS: R$ 25.65 | NAVIO: LARISSA TRADER | DI 864096033 | VALOR DA CIDE: R$ 2.38 | VALOR DO COFINS: R$ 15.37 | ALIQ IOF: 3.3% | VALOR IOF: R$ 32.75 | ALIQUOTA IR: 22.98% | DATA EMBARQUE: 2025-04-08,"[(132, 151, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (87, 112, 'VALOR_COFINS'), (62, 84, 'VALOR_CIDE'), (154, 173, 'ALIQUOTA_IR'), (115, 129, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 12.25 | VALOR IOF: R$ 44.25 | VALOR DO COFINS: R$ 30.09 | DI 897509828 | VALOR DA CIDE: R$ 6.0 | ALIQUOTA IR: 17.81% | ALIQ IOF: 1.48% | VALOR IR: R$ 125.55 | NAVIO: DAVI LUIZ TRADER | DUE 8832357604 | DATA EMBARQUE: 2025-05-26,"[(152, 171, 'VALOR_IR'), (23, 42, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (45, 70, 'VALOR_COFINS'), (88, 109, 'VALOR_CIDE'), (112, 131, 'ALIQUOTA_IR'), (134, 149, 'ALIQUOTA_IOF')]"
VALOR IR: R$ 392.93 | NAVIO: AUGUSTO TRADER | VALOR DA CIDE: R$ 1.99 | DI 592903178 | DUE 8249526989 | VALOR IOF: R$ 7.57 | DATA EMBARQUE: 2025-05-19 | BASE IR: R$ 560.38 | ALIQ IOF: 5.65% | ALIQUOTA IR: 10.69% | VALOR PISS: R$ 13.83,"[(0, 19, 'VALOR_IR'), (103, 121, 'VALOR_IOF'), (213, 233, 'VALOR_PIS'), (46, 68, 'VALOR_CIDE'), (191, 210, 'ALIQUOTA_IR'), (173, 188, 'ALIQUOTA_IOF'), (152, 170, 'BASE_CALCULO_IR')]"
ALIQ IOF: 3.39% | NAVIO: CAMILA TRADER | DATA EMBARQUE: 2025-05-28 | DUE 7541143828 | ALIQUOTA IR: 20.06% | VALOR DO COFINS: R$ 29.59 | VALOR IOF: R$ 30.21 | VALOR IR: R$ 102.19 | BASE IR: R$ 113.47 | DI 832895586 | VALOR PISS: R$ 9.51,"[(158, 177, 'VALOR_IR'), (136, 155, 'VALOR_IOF'), (216, 235, 'VALOR_PIS'), (108, 133, 'VALOR_COFINS'), (86, 105, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (180, 198, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 18.31% | VALOR PISS: R$ 21.38 | VALOR DO COFINS: R$ 1.19 | ALIQ IOF: 1.58% | VALOR IOF: R$ 2.98 | BASE IR: R$ 1690.99 | DUE 6173726574 | DATA EMBARQUE: 2025-04-15 | DI 937285519 | VALOR DA CIDE: R$ 6.58,"[(90, 108, 'VALOR_IOF'), (22, 42, 'VALOR_PIS'), (45, 69, 'VALOR_COFINS'), (193, 215, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (72, 87, 'ALIQUOTA_IOF'), (111, 130, 'BASE_CALCULO_IR')]"
BASE IR: R$ 584.29 | DATA EMBARQUE: 2025-05-01 | VALOR DO COFINS: R$ 32.77 | ALIQUOTA IR: 24.91% | VALOR PISS: R$ 15.55 | DI 299795745 | VALOR IR: R$ 195.74 | NAVIO: JOAQUIM TRADER,"[(137, 156, 'VALOR_IR'), (99, 119, 'VALOR_PIS'), (49, 74, 'VALOR_COFINS'), (77, 96, 'ALIQUOTA_IR'), (0, 18, 'BASE_CALCULO_IR')]"
DUE 1487914265 | VALOR DA CIDE: R$ 3.59 | ALIQ IOF: 2.21% | ALIQUOTA IR: 24.54% | VALOR IR: R$ 448.4 | VALOR DO COFINS: R$ 7.8 | VALOR IOF: R$ 46.38 | NAVIO: LUIZ HENRIQUE TRADER | DI 493262590 | DATA EMBARQUE: 2025-04-19,"[(82, 100, 'VALOR_IR'), (129, 148, 'VALOR_IOF'), (103, 126, 'VALOR_COFINS'), (17, 39, 'VALOR_CIDE'), (60, 79, 'ALIQUOTA_IR'), (42, 57, 'ALIQUOTA_IOF')]"
VALOR IR: R$ 166.87 | ALIQ IOF: 5.82% | VALOR DA CIDE: R$ 9.11 | DI 482582509 | DUE 8190813360 | VALOR IOF: R$ 48.86 | ALIQUOTA IR: 9.78% | BASE IR: R$ 1088.56 | VALOR PISS: R$ 15.44,"[(0, 19, 'VALOR_IR'), (97, 116, 'VALOR_IOF'), (162, 182, 'VALOR_PIS'), (40, 62, 'VALOR_CIDE'), (119, 137, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (140, 159, 'BASE_CALCULO_IR')]"
ALIQ IOF: 5.2% | NAVIO: LARISSA TRADER | DATA EMBARQUE: 2025-04-07 | BASE IR: R$ 1400.98 | DI 695450401 | VALOR IR: R$ 20.19 | VALOR DO COFINS: R$ 19.22 | DUE 4727596903 | valor iof: R$ 45.24,"[(106, 124, 'VALOR_IR'), (172, 191, 'VALOR_IOF'), (127, 152, 'VALOR_COFINS'), (0, 14, 'ALIQUOTA_IOF'), (69, 88, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-06-01 | VALOR IOF: R$ 30.36 | VALOR PISS: R$ 25.93 | DUE 2526247988 | aliquota ir: 25.21% | ALIQ IOF: 5.15% | DI 241255225,"[(28, 47, 'VALOR_IOF'), (50, 70, 'VALOR_PIS'), (90, 109, 'ALIQUOTA_IR'), (112, 127, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 19.55 | ALIQUOTA IR: 8.75% | BASE IR: R$ 876.39 | ALIQ IOF: 5.8% | DATA EMBARQUE: 2025-05-09 | DI 947468873 | VALOR IR: R$ 434.52 | valor iof: R$ 24.68 | VALOR DO COFINS: R$ 1.26,"[(125, 144, 'VALOR_IR'), (147, 166, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (169, 193, 'VALOR_COFINS'), (23, 41, 'ALIQUOTA_IR'), (65, 79, 'ALIQUOTA_IOF'), (44, 62, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-05-25 | VALOR IR: R$ 240.1 | ALIQUOTA IR: 26.99% | DI 343762233 | BASE IR: R$ 684.84 | ALIQ IOF: 5.81% | VALOR IOF: R$ 5.78 | VALOR PISS: R$ 14.23 | VALOR DA CIDE: R$ 7.82 | DUE 2687962060 | VALOR DO COFINS: R$ 25.06 | NAVIO: RAQUEL TRADER,"[(28, 46, 'VALOR_IR'), (125, 143, 'VALOR_IOF'), (146, 166, 'VALOR_PIS'), (211, 236, 'VALOR_COFINS'), (169, 191, 'VALOR_CIDE'), (49, 68, 'ALIQUOTA_IR'), (107, 122, 'ALIQUOTA_IOF'), (86, 104, 'BASE_CALCULO_IR')]"
BASE IR: R$ 1869.13 | ALIQUOTA IR: 17.63% | VALOR IR: R$ 293.81 | DATA EMBARQUE: 2025-06-01 | DUE 7493167218 | VALOR IOF: R$ 48.46 | NAVIO: ANA SOPHIA TRADER | ALIQ IOF: 5.54% | VALOR DO COFINS: R$ 5.1,"[(44, 63, 'VALOR_IR'), (111, 130, 'VALOR_IOF'), (178, 201, 'VALOR_COFINS'), (22, 41, 'ALIQUOTA_IR'), (160, 175, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
DUE 3548607239 | BASE IR: R$ 896.23 | ALIQUOTA IR: 26.0% | DATA EMBARQUE: 2025-04-16 | VALOR IR: R$ 459.81 | VALOR IOF: R$ 20.16 | VALOR DO COFINS: R$ 17.55 | VALOR PISS: R$ 5.26 | ALIQ IOF: 2.92% | VALOR DA CIDE: R$ 7.93 | DI 480264693,"[(87, 106, 'VALOR_IR'), (109, 128, 'VALOR_IOF'), (159, 178, 'VALOR_PIS'), (131, 156, 'VALOR_COFINS'), (199, 221, 'VALOR_CIDE'), (38, 56, 'ALIQUOTA_IR'), (181, 196, 'ALIQUOTA_IOF'), (17, 35, 'BASE_CALCULO_IR')]"
DI 344432063 | VALOR IOF: R$ 35.71 | VALOR PISS: R$ 15.72 | DUE 2031719859 | NAVIO: ALEXIA TRADER | VALOR DO COFINS: R$ 23.32 | VALOR DA CIDE: R$ 9.16 | aliquota ir: 19.77% | DATA EMBARQUE: 2025-05-23 | BASE IR: R$ 946.85 | ALIQ IOF: 1.4%,"[(15, 34, 'VALOR_IOF'), (37, 57, 'VALOR_PIS'), (100, 125, 'VALOR_COFINS'), (128, 150, 'VALOR_CIDE'), (153, 172, 'ALIQUOTA_IR'), (224, 238, 'ALIQUOTA_IOF'), (203, 221, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 20.69% | ALIQ IOF: 2.37% | VALOR IR: R$ 368.5 | NAVIO: ISIS TRADER | base ir: R$ 1493.95 | DUE 1002288674 | VALOR DO COFINS: R$ 13.75 | VALOR DA CIDE: R$ 9.17 | VALOR IOF: R$ 8.29,"[(40, 58, 'VALOR_IR'), (174, 192, 'VALOR_IOF'), (121, 146, 'VALOR_COFINS'), (149, 171, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (82, 101, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 1.4 | DI 325748538 | BASE IR: R$ 347.88 | NAVIO: HEITOR TRADER | DATA EMBARQUE: 2025-04-14 | VALOR IR: R$ 182.34 | ALIQUOTA IR: 24.71% | DUE 4172427193 | valor iof: R$ 40.46 | ALIQ IOF: 4.93% | VALOR PISS: R$ 7.7,"[(111, 130, 'VALOR_IR'), (172, 191, 'VALOR_IOF'), (212, 230, 'VALOR_PIS'), (0, 21, 'VALOR_CIDE'), (133, 152, 'ALIQUOTA_IR'), (194, 209, 'ALIQUOTA_IOF'), (39, 57, 'BASE_CALCULO_IR')]"
ALIQ IOF: 1.48% | VALOR DA CIDE: R$ 2.38 | VALOR DO COFINS: R$ 21.0 | NAVIO: JOAQUIM TRADER | ALIQUOTA IR: 22.79% | DATA EMBARQUE: 2025-04-15 | DI 657471994 | valor iof: R$ 1.41 | DUE 9263406370 | VALOR PISS: R$ 16.13,"[(159, 177, 'VALOR_IOF'), (197, 217, 'VALOR_PIS'), (43, 67, 'VALOR_COFINS'), (18, 40, 'VALOR_CIDE'), (94, 113, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF')]"
valor iof: R$ 30.3 | ALIQUOTA IR: 10.84% | VALOR IR: R$ 356.56 | NAVIO: LORENA TRADER | DUE 6147509769 | DI 433720088 | ALIQ IOF: 5.26% | VALOR PISS: R$ 26.09 | DATA EMBARQUE: 2025-05-21,"[(43, 62, 'VALOR_IR'), (0, 18, 'VALOR_IOF'), (138, 158, 'VALOR_PIS'), (21, 40, 'ALIQUOTA_IR'), (120, 135, 'ALIQUOTA_IOF')]"
BASE IR: R$ 1327.26 | ALIQ IOF: 3.76% | VALOR DA CIDE: R$ 2.76 | VALOR DO COFINS: R$ 8.45 | ALIQUOTA IR: 23.48% | DUE 5564009995 | VALOR PISS: R$ 5.63,"[(131, 150, 'VALOR_PIS'), (65, 89, 'VALOR_COFINS'), (40, 62, 'VALOR_CIDE'), (92, 111, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-06-02 | NAVIO: MARIA FERNANDA TRADER | VALOR IOF: R$ 25.19 | DUE 1541693897 | VALOR IR: R$ 497.96 | VALOR PISS: R$ 9.9 | aliquota ir: 25.18% | VALOR DO COFINS: R$ 15.59,"[(98, 117, 'VALOR_IR'), (59, 78, 'VALOR_IOF'), (120, 138, 'VALOR_PIS'), (163, 188, 'VALOR_COFINS'), (141, 160, 'ALIQUOTA_IR')]"
VALOR DO COFINS: R$ 9.71 | DI 854583978 | DATA EMBARQUE: 2025-04-20 | BASE IR: R$ 1751.91 | ALIQ IOF: 3.84% | VALOR IOF: R$ 26.87 | VALOR DA CIDE: R$ 0.05 | DUE 2013357460 | VALOR PISS: R$ 12.34 | VALOR IR: R$ 412.12,"[(197, 216, 'VALOR_IR'), (110, 129, 'VALOR_IOF'), (174, 194, 'VALOR_PIS'), (0, 24, 'VALOR_COFINS'), (132, 154, 'VALOR_CIDE'), (92, 107, 'ALIQUOTA_IOF'), (70, 89, 'BASE_CALCULO_IR')]"
VALOR DO COFINS: R$ 30.32 | VALOR IOF: R$ 21.64 | BASE IR: R$ 235.9 | DUE 3221415366 | ALIQUOTA IR: 13.27% | NAVIO: VITOR TRADER | DI 276517186 | DATA EMBARQUE: 2025-04-13 | ALIQ IOF: 4.76% | VALOR PISS: R$ 20.38,"[(28, 47, 'VALOR_IOF'), (192, 212, 'VALOR_PIS'), (0, 25, 'VALOR_COFINS'), (87, 106, 'ALIQUOTA_IR'), (174, 189, 'ALIQUOTA_IOF'), (50, 67, 'BASE_CALCULO_IR')]"
DUE 2263257024 | BASE IR: R$ 902.65 | DATA EMBARQUE: 2025-05-03 | ALIQ IOF: 2.87% | DI 840240423 | VALOR DO COFINS: R$ 1.6 | NAVIO: ALICE TRADER | VALOR IOF: R$ 47.69 | ALIQUOTA IR: 9.76% | VALOR PISS: R$ 27.78,"[(147, 166, 'VALOR_IOF'), (190, 210, 'VALOR_PIS'), (99, 122, 'VALOR_COFINS'), (169, 187, 'ALIQUOTA_IR'), (66, 81, 'ALIQUOTA_IOF'), (17, 35, 'BASE_CALCULO_IR')]"
DI 445819752 | DATA EMBARQUE: 2025-05-26 | valor iof: R$ 5.8 | DUE 2990079340 | VALOR IR: R$ 375.49 | VALOR PISS: R$ 5.5 | ALIQ IOF: 5.75% | ALIQUOTA IR: 26.58% | VALOR DA CIDE: R$ 9.59 | VALOR DO COFINS: R$ 8.72 | NAVIO: ISIS TRADER,"[(80, 99, 'VALOR_IR'), (43, 60, 'VALOR_IOF'), (102, 120, 'VALOR_PIS'), (188, 212, 'VALOR_COFINS'), (163, 185, 'VALOR_CIDE'), (141, 160, 'ALIQUOTA_IR'), (123, 138, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 21.52 | ALIQ IOF: 4.92% | DI 775562515 | VALOR IR: R$ 416.19 | VALOR DO COFINS: R$ 10.94 | DUE 6377183210 | BASE IR: R$ 1433.01 | VALOR IOF: R$ 7.28 | ALIQUOTA IR: 15.82% | VALOR DA CIDE: R$ 5.39 | NAVIO: ELOAH TRADER,"[(56, 75, 'VALOR_IR'), (145, 163, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (78, 103, 'VALOR_COFINS'), (188, 210, 'VALOR_CIDE'), (166, 185, 'ALIQUOTA_IR'), (23, 38, 'ALIQUOTA_IOF'), (123, 142, 'BASE_CALCULO_IR')]"
BASE IR: R$ 891.09 | VALOR IR: R$ 132.03 | DI 218223952 | ALIQ IOF: 1.29% | VALOR DA CIDE: R$ 3.4 | DUE 1724808634 | VALOR IOF: R$ 33.98 | VALOR DO COFINS: R$ 1.52,"[(21, 40, 'VALOR_IR'), (117, 136, 'VALOR_IOF'), (139, 163, 'VALOR_COFINS'), (76, 97, 'VALOR_CIDE'), (58, 73, 'ALIQUOTA_IOF'), (0, 18, 'BASE_CALCULO_IR')]"
DUE 2995281080 | BASE IR: R$ 1648.6 | ALIQUOTA IR: 23.42% | VALOR DO COFINS: R$ 17.12 | DATA EMBARQUE: 2025-05-07 | VALOR PISS: R$ 29.17 | ALIQ IOF: 0.2% | DI 404064812 | VALOR IR: R$ 427.32 | NAVIO: MARIA CECÍLIA TRADER,"[(171, 190, 'VALOR_IR'), (116, 136, 'VALOR_PIS'), (60, 85, 'VALOR_COFINS'), (38, 57, 'ALIQUOTA_IR'), (139, 153, 'ALIQUOTA_IOF'), (17, 35, 'BASE_CALCULO_IR')]"
DUE 7652894019 | VALOR DA CIDE: R$ 3.43 | DATA EMBARQUE: 2025-04-24 | DI 156131545 | ALIQ IOF: 5.32% | ALIQUOTA IR: 20.13% | VALOR IR: R$ 452.38 | valor iof: R$ 46.53 | NAVIO: EDUARDO TRADER,"[(125, 144, 'VALOR_IR'), (147, 166, 'VALOR_IOF'), (17, 39, 'VALOR_CIDE'), (103, 122, 'ALIQUOTA_IR'), (85, 100, 'ALIQUOTA_IOF')]"
ALIQUOTA IR: 25.11% | VALOR PISS: R$ 23.22 | ALIQ IOF: 3.96% | BASE IR: R$ 431.72 | VALOR IR: R$ 245.12 | DI 846225895 | NAVIO: ELOAH TRADER | VALOR IOF: R$ 30.52 | VALOR DA CIDE: R$ 6.58 | VALOR DO COFINS: R$ 15.6 | DUE 9413240438,"[(84, 103, 'VALOR_IR'), (143, 162, 'VALOR_IOF'), (22, 42, 'VALOR_PIS'), (190, 214, 'VALOR_COFINS'), (165, 187, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (45, 60, 'ALIQUOTA_IOF'), (63, 81, 'BASE_CALCULO_IR')]"
DI 618549311 | ALIQ IOF: 3.08% | VALOR IOF: R$ 38.82 | ALIQUOTA IR: 15.3% | BASE IR: R$ 684.72 | VALOR IR: R$ 64.95 | VALOR DA CIDE: R$ 7.17 | DATA EMBARQUE: 2025-05-27 | VALOR PISS: R$ 2.53 | DUE 5421452758 | VALOR DO COFINS: R$ 16.09,"[(97, 115, 'VALOR_IR'), (33, 52, 'VALOR_IOF'), (171, 190, 'VALOR_PIS'), (210, 235, 'VALOR_COFINS'), (118, 140, 'VALOR_CIDE'), (55, 73, 'ALIQUOTA_IR'), (15, 30, 'ALIQUOTA_IOF'), (76, 94, 'BASE_CALCULO_IR')]"
