text,entities
NAVIO: RENAN TRADER | DI 417006181 | VALOR DO COFINS: R$ 4.55 | ALIQ IOF: 5.61% | DUE 2635848928 | VALOR IOF: R$ 26.65 | DATA EMBARQUE: 2025-05-09 | ALIQUOTA IR: 14.21% | VALOR IR: R$ 462.35 | VALOR PISS: R$ 25.95,"[(171, 190, 'VALOR_IR'), (99, 118, 'VALOR_IOF'), (193, 213, 'VALOR_PIS'), (37, 61, 'VALOR_COFINS'), (149, 168, 'ALIQUOTA_IR'), (64, 79, 'ALIQUOTA_IOF')]"
VALOR DA CIDE: R$ 3.23 | NAVIO: JÚLIA TRADER | DATA EMBARQUE: 2025-04-05 | ALIQ IOF: 4.18% | ALIQUOTA IR: 17.26% | VALOR PISS: R$ 14.52 | VALOR DO COFINS: R$ 12.83 | VALOR IR: R$ 400.64 | VALOR IOF: R$ 7.88,"[(166, 185, 'VALOR_IR'), (188, 206, 'VALOR_IOF'), (115, 135, 'VALOR_PIS'), (138, 163, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (93, 112, 'ALIQUOTA_IR'), (75, 90, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 10.78 | NAVIO: DAVI TRADER | VALOR DA CIDE: R$ 9.87 | BASE IR: R$ 972.72 | DI 319879917 | VALOR IR: R$ 228.92 | ALIQUOTA IR: 15.02% | VALOR IOF: R$ 11.02 | ALIQ IOF: 5.25% | VALOR DO COFINS: R$ 8.17 | DUE 9162047959,"[(105, 124, 'VALOR_IR'), (149, 168, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (189, 213, 'VALOR_COFINS'), (44, 66, 'VALOR_CIDE'), (127, 146, 'ALIQUOTA_IR'), (171, 186, 'ALIQUOTA_IOF'), (69, 87, 'BASE_CALCULO_IR')]"
VALOR IOF: R$ 22.28 | NAVIO: SOPHIA TRADER | VALOR DA CIDE: R$ 8.65 | DI 465900854 | ALIQ IOF: 4.37% | ALIQUOTA IR: 13.8% | VALOR IR: R$ 26.45,"[(124, 142, 'VALOR_IR'), (0, 19, 'VALOR_IOF'), (45, 67, 'VALOR_CIDE'), (103, 121, 'ALIQUOTA_IR'), (85, 100, 'ALIQUOTA_IOF')]"
DUE 2509449481 | ALIQUOTA IR: 16.63% | ALIQ IOF: 3.44% | BASE IR: R$ 1215.15 | DI 554540513 | VALOR IOF: R$ 1.93 | DATA EMBARQUE: 2025-04-29 | NAVIO: JOÃO GABRIEL TRADER | VALOR IR: R$ 229.28 | VALOR PISS: R$ 13.79,"[(172, 191, 'VALOR_IR'), (94, 112, 'VALOR_IOF'), (194, 214, 'VALOR_PIS'), (17, 36, 'ALIQUOTA_IR'), (39, 54, 'ALIQUOTA_IOF'), (57, 76, 'BASE_CALCULO_IR')]"
VALOR DO COFINS: R$ 3.58 | NAVIO: JOÃO MIGUEL TRADER | VALOR PISS: R$ 15.92 | DATA EMBARQUE: 2025-05-11 | VALOR DA CIDE: R$ 1.61 | aliquota ir: 19.31% | VALOR IR: R$ 192.34 | DUE 1977316384 | VALOR IOF: R$ 24.1 | BASE IR: R$ 414.86 | DI 723253341 | ALIQ IOF: 0.5%,"[(153, 172, 'VALOR_IR'), (192, 210, 'VALOR_IOF'), (55, 75, 'VALOR_PIS'), (0, 24, 'VALOR_COFINS'), (106, 128, 'VALOR_CIDE'), (131, 150, 'ALIQUOTA_IR'), (249, 263, 'ALIQUOTA_IOF'), (213, 231, 'BASE_CALCULO_IR')]"
VALOR PISS: R$ 27.04 | VALOR DA CIDE: R$ 6.6 | VALOR IR: R$ 313.88 | ALIQ IOF: 2.1% | DATA EMBARQUE: 2025-04-13 | NAVIO: ANA JULIA TRADER | VALOR IOF: R$ 1.54 | ALIQUOTA IR: 20.55%,"[(47, 66, 'VALOR_IR'), (140, 158, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (23, 44, 'VALOR_CIDE'), (161, 180, 'ALIQUOTA_IR'), (69, 83, 'ALIQUOTA_IOF')]"
VALOR PISS: R$ 10.04 | DI 652996254 | BASE IR: R$ 248.11 | VALOR IOF: R$ 9.96 | VALOR DO COFINS: R$ 4.82 | NAVIO: ISABEL TRADER | ALIQUOTA IR: 27.07% | DUE 6567757895 | DATA EMBARQUE: 2025-04-06,"[(59, 77, 'VALOR_IOF'), (0, 20, 'VALOR_PIS'), (80, 104, 'VALOR_COFINS'), (130, 149, 'ALIQUOTA_IR'), (38, 56, 'BASE_CALCULO_IR')]"
ALIQ IOF: 0.26% | VALOR DA CIDE: R$ 1.71 | DI 714895827 | VALOR IR: R$ 125.2 | ALIQUOTA IR: 21.13% | NAVIO: LUIZ HENRIQUE TRADER | BASE IR: R$ 961.45 | DATA EMBARQUE: 2025-05-29 | VALOR DO COFINS: R$ 34.35 | VALOR IOF: R$ 6.32 | DUE 5194137636,"[(58, 76, 'VALOR_IR'), (208, 226, 'VALOR_IOF'), (180, 205, 'VALOR_COFINS'), (18, 40, 'VALOR_CIDE'), (79, 98, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (131, 149, 'BASE_CALCULO_IR')]"
DI 279380736 | BASE IR: R$ 702.96 | VALOR IR: R$ 141.6 | VALOR DA CIDE: R$ 1.05 | DUE 8611859445 | ALIQ IOF: 0.22% | VALOR DO COFINS: R$ 23.28 | ALIQUOTA IR: 26.46% | DATA EMBARQUE: 2025-04-18 | VALOR IOF: R$ 35.89 | VALOR PISS: R$ 7.48 | NAVIO: OTÁVIO TRADER,"[(36, 54, 'VALOR_IR'), (195, 214, 'VALOR_IOF'), (217, 236, 'VALOR_PIS'), (117, 142, 'VALOR_COFINS'), (57, 79, 'VALOR_CIDE'), (145, 164, 'ALIQUOTA_IR'), (99, 114, 'ALIQUOTA_IOF'), (15, 33, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-04-07 | VALOR DO COFINS: R$ 9.86 | VALOR PISS: R$ 25.22 | ALIQUOTA IR: 26.79% | BASE IR: R$ 1057.1 | VALOR IR: R$ 406.42 | NAVIO: AMANDA TRADER | ALIQ IOF: 5.29% | DI 447345457,"[(121, 140, 'VALOR_IR'), (55, 75, 'VALOR_PIS'), (28, 52, 'VALOR_COFINS'), (78, 97, 'ALIQUOTA_IR'), (166, 181, 'ALIQUOTA_IOF'), (100, 118, 'BASE_CALCULO_IR')]"
VALOR DO COFINS: R$ 15.5 | VALOR IOF: R$ 29.76 | ALIQ IOF: 3.69% | ALIQUOTA IR: 13.48% | DATA EMBARQUE: 2025-05-13 | NAVIO: ANA JULIA TRADER | DUE 4935039312 | base ir: R$ 1309.2 | VALOR PISS: R$ 2.63,"[(27, 46, 'VALOR_IOF'), (181, 200, 'VALOR_PIS'), (0, 24, 'VALOR_COFINS'), (67, 86, 'ALIQUOTA_IR'), (49, 64, 'ALIQUOTA_IOF'), (160, 178, 'BASE_CALCULO_IR')]"
DUE 3698444129 | VALOR DA CIDE: R$ 4.32 | VALOR PISS: R$ 20.46 | DI 671817918 | NAVIO: LORENA TRADER | ALIQ IOF: 4.51% | ALIQUOTA IR: 19.32% | valor iof: R$ 22.45 | VALOR IR: R$ 239.44 | DATA EMBARQUE: 2025-05-23 | BASE IR: R$ 330.59,"[(165, 184, 'VALOR_IR'), (143, 162, 'VALOR_IOF'), (42, 62, 'VALOR_PIS'), (17, 39, 'VALOR_CIDE'), (121, 140, 'ALIQUOTA_IR'), (103, 118, 'ALIQUOTA_IOF'), (215, 233, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 1.17 | DATA EMBARQUE: 2025-05-20 | VALOR DO COFINS: R$ 0.94 | VALOR IOF: R$ 24.53 | DUE 7591529486 | DI 630061541 | VALOR PISS: R$ 20.66 | VALOR IR: R$ 238.49 | ALIQ IOF: 4.98% | BASE IR: R$ 238.23,"[(157, 176, 'VALOR_IR'), (80, 99, 'VALOR_IOF'), (134, 154, 'VALOR_PIS'), (53, 77, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (179, 194, 'ALIQUOTA_IOF'), (197, 215, 'BASE_CALCULO_IR')]"
BASE IR: R$ 1564.21 | VALOR DA CIDE: R$ 7.74 | VALOR IR: R$ 168.43 | VALOR PISS: R$ 13.1 | NAVIO: FERNANDO TRADER | ALIQ IOF: 4.63% | VALOR IOF: R$ 0.99 | ALIQUOTA IR: 10.66% | DATA EMBARQUE: 2025-04-23 | VALOR DO COFINS: R$ 14.73,"[(47, 66, 'VALOR_IR'), (134, 152, 'VALOR_IOF'), (69, 88, 'VALOR_PIS'), (205, 230, 'VALOR_COFINS'), (22, 44, 'VALOR_CIDE'), (155, 174, 'ALIQUOTA_IR'), (116, 131, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
VALOR IOF: R$ 5.73 | VALOR DO COFINS: R$ 3.85 | DUE 8453793066 | DI 787605831 | ALIQUOTA IR: 21.32% | VALOR IR: R$ 31.6 | ALIQ IOF: 5.83% | NAVIO: ALÍCIA TRADER | DATA EMBARQUE: 2025-05-28 | VALOR DA CIDE: R$ 2.15,"[(102, 119, 'VALOR_IR'), (0, 18, 'VALOR_IOF'), (21, 45, 'VALOR_COFINS'), (191, 213, 'VALOR_CIDE'), (80, 99, 'ALIQUOTA_IR'), (122, 137, 'ALIQUOTA_IOF')]"
VALOR DO COFINS: R$ 25.67 | VALOR IOF: R$ 23.72 | DI 760758186 | aliquota ir: 23.92% | NAVIO: LÍVIA TRADER | DUE 7528195682 | ALIQ IOF: 0.15% | VALOR IR: R$ 91.15 | VALOR PISS: R$ 10.45 | DATA EMBARQUE: 2025-05-17,"[(144, 162, 'VALOR_IR'), (28, 47, 'VALOR_IOF'), (165, 185, 'VALOR_PIS'), (0, 25, 'VALOR_COFINS'), (65, 84, 'ALIQUOTA_IR'), (126, 141, 'ALIQUOTA_IOF')]"
ALIQUOTA IR: 17.96% | VALOR DA CIDE: R$ 9.31 | DUE 2858648743 | NAVIO: ALÍCIA TRADER | VALOR DO COFINS: R$ 30.22 | VALOR PISS: R$ 11.38 | VALOR IR: R$ 153.07 | DATA EMBARQUE: 2025-05-15 | VALOR IOF: R$ 25.33 | DI 228220788 | ALIQ IOF: 3.56% | base ir: R$ 1719.6,"[(138, 157, 'VALOR_IR'), (188, 207, 'VALOR_IOF'), (115, 135, 'VALOR_PIS'), (87, 112, 'VALOR_COFINS'), (22, 44, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (225, 240, 'ALIQUOTA_IOF'), (243, 261, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 15.65% | BASE IR: R$ 1826.04 | VALOR IOF: R$ 12.01 | VALOR DA CIDE: R$ 2.04 | VALOR DO COFINS: R$ 33.5 | DI 838248773 | DUE 4236141538 | ALIQ IOF: 3.17% | VALOR PISS: R$ 15.1 | DATA EMBARQUE: 2025-04-05 | VALOR IR: R$ 459.9,"[(218, 236, 'VALOR_IR'), (44, 63, 'VALOR_IOF'), (168, 187, 'VALOR_PIS'), (91, 115, 'VALOR_COFINS'), (66, 88, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (150, 165, 'ALIQUOTA_IOF'), (22, 41, 'BASE_CALCULO_IR')]"
VALOR DO COFINS: R$ 23.05 | DI 336449671 | BASE IR: R$ 558.81 | ALIQUOTA IR: 16.44% | VALOR PISS: R$ 10.78 | NAVIO: NATHAN TRADER,"[(86, 106, 'VALOR_PIS'), (0, 25, 'VALOR_COFINS'), (64, 83, 'ALIQUOTA_IR'), (43, 61, 'BASE_CALCULO_IR')]"
VALOR IOF: R$ 44.32 | DATA EMBARQUE: 2025-04-24 | DUE 1301268472 | VALOR IR: R$ 496.16 | VALOR DO COFINS: R$ 5.13 | NAVIO: KAMILLY TRADER | VALOR PISS: R$ 6.87 | VALOR DA CIDE: R$ 4.27 | ALIQUOTA IR: 21.31% | BASE IR: R$ 1758.56,"[(67, 86, 'VALOR_IR'), (0, 19, 'VALOR_IOF'), (140, 159, 'VALOR_PIS'), (89, 113, 'VALOR_COFINS'), (162, 184, 'VALOR_CIDE'), (187, 206, 'ALIQUOTA_IR'), (209, 228, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 441.69 | VALOR DA CIDE: R$ 0.84 | DUE 7523514482 | NAVIO: ISADORA TRADER | ALIQ IOF: 3.7% | VALOR IOF: R$ 40.04 | BASE IR: R$ 346.05,"[(0, 19, 'VALOR_IR'), (105, 124, 'VALOR_IOF'), (22, 44, 'VALOR_CIDE'), (88, 102, 'ALIQUOTA_IOF'), (127, 145, 'BASE_CALCULO_IR')]"
ALIQ IOF: 0.6% | DI 840638939 | VALOR DO COFINS: R$ 8.55 | VALOR IOF: R$ 47.57 | NAVIO: STELLA TRADER | VALOR PISS: R$ 3.86 | DUE 6096793825 | VALOR DA CIDE: R$ 5.83 | VALOR IR: R$ 369.84 | ALIQUOTA IR: 17.17%,"[(168, 187, 'VALOR_IR'), (59, 78, 'VALOR_IOF'), (104, 123, 'VALOR_PIS'), (32, 56, 'VALOR_COFINS'), (143, 165, 'VALOR_CIDE'), (190, 209, 'ALIQUOTA_IR'), (0, 14, 'ALIQUOTA_IOF')]"
VALOR IOF: R$ 33.55 | DATA EMBARQUE: 2025-05-13 | NAVIO: CAUÊ TRADER | DUE 2731906543 | VALOR DA CIDE: R$ 5.08 | ALIQ IOF: 0.1% | BASE IR: R$ 1078.17 | VALOR DO COFINS: R$ 18.14 | VALOR PISS: R$ 4.32 | VALOR IR: R$ 400.04 | ALIQUOTA IR: 20.99%,"[(202, 221, 'VALOR_IR'), (0, 19, 'VALOR_IOF'), (180, 199, 'VALOR_PIS'), (152, 177, 'VALOR_COFINS'), (88, 110, 'VALOR_CIDE'), (224, 243, 'ALIQUOTA_IR'), (113, 127, 'ALIQUOTA_IOF'), (130, 149, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 10.94% | VALOR PISS: R$ 23.57 | VALOR DO COFINS: R$ 31.5 | VALOR IR: R$ 290.3 | BASE IR: R$ 209.08 | DATA EMBARQUE: 2025-04-14 | DI 625545004 | VALOR DA CIDE: R$ 4.32 | VALOR IOF: R$ 27.96 | ALIQ IOF: 5.75%,"[(72, 90, 'VALOR_IR'), (182, 201, 'VALOR_IOF'), (22, 42, 'VALOR_PIS'), (45, 69, 'VALOR_COFINS'), (157, 179, 'VALOR_CIDE'), (0, 19, 'ALIQUOTA_IR'), (204, 219, 'ALIQUOTA_IOF'), (93, 111, 'BASE_CALCULO_IR')]"
DATA EMBARQUE: 2025-05-27 | ALIQUOTA IR: 22.78% | VALOR DO COFINS: R$ 3.73 | VALOR DA CIDE: R$ 7.74 | VALOR PISS: R$ 10.41 | DUE 6131117375 | DI 496733780 | VALOR IR: R$ 97.37 | base ir: R$ 766.86,"[(157, 175, 'VALOR_IR'), (102, 122, 'VALOR_PIS'), (50, 74, 'VALOR_COFINS'), (77, 99, 'VALOR_CIDE'), (28, 47, 'ALIQUOTA_IR'), (178, 196, 'BASE_CALCULO_IR')]"
BASE IR: R$ 1829.54 | VALOR DA CIDE: R$ 6.13 | ALIQUOTA IR: 26.77% | VALOR IOF: R$ 27.85 | VALOR IR: R$ 476.23 | VALOR DO COFINS: R$ 30.0 | ALIQ IOF: 4.51% | DUE 2306749550 | VALOR PISS: R$ 17.95 | DATA EMBARQUE: 2025-04-29 | NAVIO: LUIZ MIGUEL TRADER,"[(91, 110, 'VALOR_IR'), (69, 88, 'VALOR_IOF'), (175, 195, 'VALOR_PIS'), (113, 137, 'VALOR_COFINS'), (22, 44, 'VALOR_CIDE'), (47, 66, 'ALIQUOTA_IR'), (140, 155, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
ALIQUOTA IR: 11.34% | DI 547016964 | DUE 9816503757 | VALOR IR: R$ 208.37 | ALIQ IOF: 3.41% | base ir: R$ 812.91 | VALOR DO COFINS: R$ 2.58 | VALOR IOF: R$ 9.39,"[(54, 73, 'VALOR_IR'), (142, 160, 'VALOR_IOF'), (115, 139, 'VALOR_COFINS'), (0, 19, 'ALIQUOTA_IR'), (76, 91, 'ALIQUOTA_IOF'), (94, 112, 'BASE_CALCULO_IR')]"
ALIQ IOF: 5.95% | VALOR DO COFINS: R$ 1.62 | VALOR IOF: R$ 29.35 | DI 298952711 | base ir: R$ 1599.11 | DUE 7102372205 | DATA EMBARQUE: 2025-06-02,"[(45, 64, 'VALOR_IOF'), (18, 42, 'VALOR_COFINS'), (0, 15, 'ALIQUOTA_IOF'), (82, 101, 'BASE_CALCULO_IR')]"
base ir: R$ 1430.78 | DATA EMBARQUE: 2025-04-08 | DI 854147198 | aliquota ir: 23.2% | VALOR IR: R$ 323.43 | DUE 8503366327 | ALIQ IOF: 0.31% | VALOR DA CIDE: R$ 9.3 | VALOR DO COFINS: R$ 13.3 | VALOR PISS: R$ 18.49,"[(86, 105, 'VALOR_IR'), (194, 214, 'VALOR_PIS'), (167, 191, 'VALOR_COFINS'), (143, 164, 'VALOR_CIDE'), (65, 83, 'ALIQUOTA_IR'), (125, 140, 'ALIQUOTA_IOF'), (0, 19, 'BASE_CALCULO_IR')]"
DI 392657709 | VALOR DA CIDE: R$ 3.16 | VALOR PISS: R$ 16.02 | NAVIO: DAVI LUCCA TRADER | VALOR IR: R$ 242.09 | DUE 7289234255 | BASE IR: R$ 1593.92 | ALIQ IOF: 0.76% | VALOR IOF: R$ 24.09 | DATA EMBARQUE: 2025-05-04 | VALOR DO COFINS: R$ 1.32 | ALIQUOTA IR: 25.4%,"[(90, 109, 'VALOR_IR'), (169, 188, 'VALOR_IOF'), (40, 60, 'VALOR_PIS'), (219, 243, 'VALOR_COFINS'), (15, 37, 'VALOR_CIDE'), (246, 264, 'ALIQUOTA_IR'), (151, 166, 'ALIQUOTA_IOF'), (129, 148, 'BASE_CALCULO_IR')]"
VALOR PISS: R$ 5.24 | ALIQ IOF: 5.43% | BASE IR: R$ 112.34 | NAVIO: DIEGO TRADER | DI 881191746 | DUE 6388198281 | VALOR DA CIDE: R$ 9.88 | VALOR IOF: R$ 31.8 | VALOR DO COFINS: R$ 4.51 | ALIQUOTA IR: 13.52%,"[(140, 158, 'VALOR_IOF'), (0, 19, 'VALOR_PIS'), (161, 185, 'VALOR_COFINS'), (115, 137, 'VALOR_CIDE'), (188, 207, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (40, 58, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 249.07 | VALOR DO COFINS: R$ 17.29 | DI 332485525 | VALOR PISS: R$ 7.83 | DATA EMBARQUE: 2025-05-08 | DUE 8347732591 | ALIQ IOF: 4.65% | NAVIO: CLARICE TRADER | BASE IR: R$ 1400.76,"[(0, 19, 'VALOR_IR'), (65, 84, 'VALOR_PIS'), (22, 47, 'VALOR_COFINS'), (132, 147, 'ALIQUOTA_IOF'), (174, 193, 'BASE_CALCULO_IR')]"
VALOR DA CIDE: R$ 2.22 | VALOR DO COFINS: R$ 31.97 | DATA EMBARQUE: 2025-04-27 | ALIQUOTA IR: 9.91% | DI 751140711 | ALIQ IOF: 4.46% | DUE 5644169677 | VALOR IR: R$ 293.9 | VALOR IOF: R$ 0.65,"[(152, 170, 'VALOR_IR'), (173, 191, 'VALOR_IOF'), (25, 50, 'VALOR_COFINS'), (0, 22, 'VALOR_CIDE'), (81, 99, 'ALIQUOTA_IR'), (117, 132, 'ALIQUOTA_IOF')]"
NAVIO: JULIANA TRADER | ALIQUOTA IR: 18.33% | VALOR IOF: R$ 20.47 | DUE 7969120222 | BASE IR: R$ 1852.49 | VALOR IR: R$ 35.83 | ALIQ IOF: 0.3% | VALOR DO COFINS: R$ 25.58 | VALOR DA CIDE: R$ 4.09,"[(107, 125, 'VALOR_IR'), (46, 65, 'VALOR_IOF'), (145, 170, 'VALOR_COFINS'), (173, 195, 'VALOR_CIDE'), (24, 43, 'ALIQUOTA_IR'), (128, 142, 'ALIQUOTA_IOF'), (85, 104, 'BASE_CALCULO_IR')]"
DI 475267767 | DATA EMBARQUE: 2025-06-01 | VALOR DA CIDE: R$ 1.83 | NAVIO: HELENA TRADER | BASE IR: R$ 1400.74 | VALOR IR: R$ 150.46 | VALOR DO COFINS: R$ 18.28 | ALIQ IOF: 4.49% | VALOR IOF: R$ 46.44 | aliquota ir: 27.12% | VALOR PISS: R$ 26.21 | DUE 2423110594,"[(113, 132, 'VALOR_IR'), (181, 200, 'VALOR_IOF'), (225, 245, 'VALOR_PIS'), (135, 160, 'VALOR_COFINS'), (43, 65, 'VALOR_CIDE'), (203, 222, 'ALIQUOTA_IR'), (163, 178, 'ALIQUOTA_IOF'), (91, 110, 'BASE_CALCULO_IR')]"
VALOR IR: R$ 346.45 | ALIQ IOF: 3.83% | NAVIO: JOÃO PEDRO TRADER | BASE IR: R$ 1922.49 | DUE 7276340924 | VALOR PISS: R$ 1.07 | VALOR IOF: R$ 2.8 | ALIQUOTA IR: 17.16% | VALOR DO COFINS: R$ 28.26 | VALOR DA CIDE: R$ 9.5 | DI 696843094,"[(0, 19, 'VALOR_IR'), (128, 145, 'VALOR_IOF'), (106, 125, 'VALOR_PIS'), (170, 195, 'VALOR_COFINS'), (198, 219, 'VALOR_CIDE'), (148, 167, 'ALIQUOTA_IR'), (22, 37, 'ALIQUOTA_IOF'), (67, 86, 'BASE_CALCULO_IR')]"
ALIQ IOF: 3.63% | DI 997145777 | NAVIO: LUCAS GABRIEL TRADER | VALOR PISS: R$ 20.91 | VALOR DO COFINS: R$ 5.07 | VALOR IOF: R$ 17.34 | DUE 4215380909 | DATA EMBARQUE: 2025-04-06 | BASE IR: R$ 577.38 | ALIQUOTA IR: 26.08% | VALOR DA CIDE: R$ 2.97,"[(113, 132, 'VALOR_IOF'), (63, 83, 'VALOR_PIS'), (86, 110, 'VALOR_COFINS'), (223, 245, 'VALOR_CIDE'), (201, 220, 'ALIQUOTA_IR'), (0, 15, 'ALIQUOTA_IOF'), (180, 198, 'BASE_CALCULO_IR')]"
